landmark_0_x,landmark_1_x,landmark_2_x,landmark_3_x,landmark_4_x,landmark_5_x,landmark_6_x,landmark_7_x,landmark_8_x,landmark_9_x,landmark_10_x,landmark_11_x,landmark_12_x,landmark_13_x,landmark_14_x,landmark_15_x,landmark_16_x,landmark_17_x,landmark_18_x,landmark_19_x,landmark_20_x,landmark_0_y,landmark_1_y,landmark_2_y,landmark_3_y,landmark_4_y,landmark_5_y,landmark_6_y,landmark_7_y,landmark_8_y,landmark_9_y,landmark_10_y,landmark_11_y,landmark_12_y,landmark_13_y,landmark_14_y,landmark_15_y,landmark_16_y,landmark_17_y,landmark_18_y,landmark_19_y,landmark_20_y,label
0.22200161218643188,0.6709977984428406,0.17285481095314026,0.5892894268035889,0.15362854301929474,0.4839043617248535,0.13873103260993958,0.39314597845077515,0.12005405873060226,0.3370153307914734,0.1977398544549942,0.4139252305030823,0.21793581545352936,0.293704092502594,0.23098081350326538,0.22749538719654083,0.24309928715229034,0.17665177583694458,0.24119102954864502,0.4187496602535248,0.23452630639076233,0.38744252920150757,0.2233334481716156,0.42756322026252747,0.22067293524742126,0.4652738869190216,0.27770164608955383,0.448260098695755,0.26261278986930847,0.418678879737854,0.25368642807006836,0.45702090859413147,0.2515203356742859,0.4920658767223358,0.3091353178024292,0.47809550166130066,0.3057573139667511,0.4184231162071228,0.299791157245636,0.42829498648643494,0.2972460091114044,0.44768017530441284,0
0.19817064702510834,0.6196339726448059,0.25639432668685913,0.6072909832000732,0.31323063373565674,0.5227522850036621,0.34617146849632263,0.4539108872413635,0.3753904700279236,0.41134852170944214,0.2857493460178375,0.4213414788246155,0.306645929813385,0.33257946372032166,0.3149135708808899,0.26541873812675476,0.3214249312877655,0.20859463512897491,0.24852639436721802,0.4100014269351959,0.2611317038536072,0.34310662746429443,0.2504485249519348,0.425312876701355,0.24299602210521698,0.494928777217865,0.2097509205341339,0.4098098874092102,0.21666628122329712,0.3664505183696747,0.21639853715896606,0.45424726605415344,0.21858006715774536,0.5168330669403076,0.1696963906288147,0.4139825999736786,0.17318470776081085,0.32288214564323425,0.17990949749946594,0.27319419384002686,0.19057974219322205,0.21779195964336395,0
0.19226524233818054,0.6710573434829712,0.24080738425254822,0.6134396195411682,0.26373711228370667,0.5083215832710266,0.27345842123031616,0.4423801600933075,0.2806904911994934,0.38561132550239563,0.21599313616752625,0.4044604003429413,0.2224951833486557,0.29933735728263855,0.22727999091148376,0.2360386997461319,0.2330392301082611,0.1799672394990921,0.19074979424476624,0.41130173206329346,0.23266687989234924,0.3627226948738098,0.24274402856826782,0.4478727877140045,0.24225622415542603,0.5099465847015381,0.1666719615459442,0.4221152067184448,0.21394433081150055,0.3858875334262848,0.22314681112766266,0.47959521412849426,0.22052103281021118,0.541510283946991,0.1436176598072052,0.43502748012542725,0.1655767560005188,0.3423197567462921,0.18835504353046417,0.29082614183425903,0.21002693474292755,0.24289387464523315,0
0.12476694583892822,0.6368715763092041,0.14721515774726868,0.5428900122642517,0.15742084383964539,0.44894590973854065,0.1785307377576828,0.3941124677658081,0.18990546464920044,0.3635464310646057,0.10963717103004456,0.3593306541442871,0.13565686345100403,0.2383008748292923,0.14962241053581238,0.16052629053592682,0.1576763242483139,0.09637075662612915,0.11506950855255127,0.38009485602378845,0.1895999014377594,0.34182119369506836,0.1980234831571579,0.4163166284561157,0.1891266107559204,0.45319488644599915,0.13377752900123596,0.41495802998542786,0.21033743023872375,0.3761383593082428,0.20969054102897644,0.4421437978744507,0.1940954476594925,0.4812738597393036,0.16137777268886566,0.44614651799201965,0.2124089002609253,0.362498939037323,0.24312108755111694,0.316500723361969,0.2673167586326599,0.27091050148010254,0
0.18345415592193604,0.6251358985900879,0.25219717621803284,0.5969483256340027,0.30221009254455566,0.5234063863754272,0.3369129002094269,0.4599636197090149,0.3681941032409668,0.4176836609840393,0.2739655375480652,0.4336300194263458,0.2937014698982239,0.34312403202056885,0.3036557734012604,0.2687455415725708,0.3108678460121155,0.20841550827026367,0.23482385277748108,0.4246159791946411,0.24940478801727295,0.354868084192276,0.24038125574588776,0.4321013391017914,0.23245404660701752,0.49996882677078247,0.1964416354894638,0.42367464303970337,0.20626695454120636,0.37469762563705444,0.2073807567358017,0.4556106626987457,0.2091379314661026,0.5137041807174683,0.1574171930551529,0.4222053289413452,0.1627751588821411,0.3343089818954468,0.1660400629043579,0.2847551107406616,0.17397262156009674,0.22688190639019012,0
0.23617112636566162,0.6910572648048401,0.18820732831954956,0.6016629934310913,0.17078061401844025,0.49460369348526,0.1569267213344574,0.40857306122779846,0.13723817467689514,0.353403776884079,0.2094237357378006,0.4334685504436493,0.23312589526176453,0.30889618396759033,0.2476954311132431,0.23936134576797485,0.2609582841396332,0.1880997121334076,0.24874503910541534,0.43720439076423645,0.26522698998451233,0.40682360529899597,0.25749629735946655,0.44963815808296204,0.24766600131988525,0.48396292328834534,0.28598716855049133,0.4686053395271301,0.28900808095932007,0.4438948333263397,0.2842654883861542,0.48438602685928345,0.2751920223236084,0.5127586126327515,0.3203214108943939,0.5052992105484009,0.3269461989402771,0.43571609258651733,0.32908499240875244,0.4163724184036255,0.32553255558013916,0.40119192004203796,0
0.15361228585243225,0.6347538232803345,0.22759833931922913,0.6168291568756104,0.2807343304157257,0.5579906702041626,0.31709179282188416,0.5051746368408203,0.3484192490577698,0.46986156702041626,0.25895899534225464,0.46288836002349854,0.2864420711994171,0.3880041837692261,0.29869914054870605,0.3266659677028656,0.3081032633781433,0.2788269817829132,0.22100761532783508,0.4529813826084137,0.23616726696491241,0.38413453102111816,0.22478710114955902,0.45413926243782043,0.21466343104839325,0.5217572450637817,0.18491177260875702,0.44477900862693787,0.1925380825996399,0.40182238817214966,0.18904562294483185,0.4812221825122833,0.18816183507442474,0.5385424494743347,0.14978480339050293,0.4286070466041565,0.16478320956230164,0.34597232937812805,0.1718936562538147,0.29852068424224854,0.1836203634738922,0.2441057413816452,0
0.2216465026140213,0.6852213740348816,0.18758906424045563,0.5942120552062988,0.16375643014907837,0.47566652297973633,0.15279075503349304,0.38424068689346313,0.12861213088035583,0.32278549671173096,0.19194433093070984,0.430734783411026,0.21739144623279572,0.29034852981567383,0.23282521963119507,0.2131091058254242,0.24463438987731934,0.15481218695640564,0.22653639316558838,0.44985243678092957,0.27203306555747986,0.3883526921272278,0.26565104722976685,0.4456844627857208,0.251205712556839,0.47739166021347046,0.26232388615608215,0.48436304926872253,0.30144983530044556,0.44198963046073914,0.2944011390209198,0.49111950397491455,0.27755531668663025,0.5202313661575317,0.3022150993347168,0.5189534425735474,0.3266807198524475,0.4292794167995453,0.3425767123699188,0.391589879989624,0.3508930504322052,0.35500359535217285,0
0.7324801683425903,0.6315615177154541,0.6693176627159119,0.6415932178497314,0.6035541892051697,0.5751416087150574,0.5595192909240723,0.5167111754417419,0.5194790959358215,0.5014541149139404,0.6232434511184692,0.44988107681274414,0.5884815454483032,0.3518906235694885,0.5704200863838196,0.28358107805252075,0.5569481253623962,0.22587379813194275,0.6606243252754211,0.42781126499176025,0.6483650803565979,0.38188275694847107,0.6645945906639099,0.4667987525463104,0.6751602292060852,0.5327263474464417,0.6999728083610535,0.41056644916534424,0.6907761096954346,0.3571179509162903,0.6976221203804016,0.43647482991218567,0.7001053690910339,0.5026821494102478,0.7368330955505371,0.3972184956073761,0.73404461145401,0.30914515256881714,0.7315678596496582,0.253543496131897,0.726226806640625,0.19829365611076355,0
0.6878185868263245,0.6595805287361145,0.6234626770019531,0.6741198301315308,0.5565488338470459,0.6102230548858643,0.515568733215332,0.5559201240539551,0.4800412654876709,0.5368475317955017,0.5737578868865967,0.47556549310684204,0.5341792106628418,0.37836045026779175,0.5144873857498169,0.3154243230819702,0.495745450258255,0.2601032853126526,0.6087514162063599,0.44781720638275146,0.5897741317749023,0.4049800932407379,0.606900155544281,0.48942437767982483,0.619559109210968,0.5548733472824097,0.6478670239448547,0.43155691027641296,0.6326541900634766,0.3785301148891449,0.6392809748649597,0.46215832233428955,0.6432968974113464,0.5283474922180176,0.6876546144485474,0.420940637588501,0.6825096607208252,0.3317413628101349,0.6747596859931946,0.27696937322616577,0.6639842391014099,0.22349247336387634,0
